iter	Logloss
0	0.6854873657
1	0.6770863533
2	0.6697901249
3	0.6620093822
4	0.6524905205
5	0.6445131779
6	0.6353414536
7	0.6269352913
8	0.6180431366
9	0.6098682404
10	0.6027607918
11	0.5950762749
12	0.5870812416
13	0.5802562714
14	0.5717321396
15	0.5658195496
16	0.5599550724
17	0.5523047447
18	0.5459881783
19	0.5396505356
20	0.5320017815
21	0.5260612488
22	0.5192502022
23	0.512460804
24	0.5052109718
25	0.4991544724
26	0.492335844
27	0.484963274
28	0.4805477142
29	0.4745773315
30	0.4679326057
31	0.4627098083
32	0.4574875832
33	0.451337719
34	0.4458981514
35	0.4405414581
36	0.4343532085
37	0.4304508209
38	0.4250385761
39	0.4195658684
40	0.4142187595
41	0.4099653244
42	0.4041987419
43	0.3986941099
44	0.3936932325
45	0.389653635
46	0.3852748394
47	0.3811299801
48	0.376823616
49	0.3727316618
50	0.3694118977
51	0.3659577131
52	0.3617611647
53	0.3581008196
54	0.3530984163
55	0.3494967461
56	0.3447546005
57	0.3401441813
58	0.3365217686
59	0.3322237253
60	0.3288986921
61	0.3256217241
62	0.322564292
63	0.318778801
64	0.315536952
65	0.3119347572
66	0.3086583138
67	0.3054049969
68	0.3027554512
69	0.2993656635
70	0.2961910725
71	0.2932288647
72	0.2900826931
73	0.2869192123
74	0.2841567993
75	0.2812680244
76	0.2791644096
77	0.2754864454
78	0.2726055145
79	0.2691469431
80	0.2664803982
81	0.2628563404
82	0.260013628
83	0.2572865248
84	0.2541876793
85	0.2511607409
86	0.2484546423
87	0.2456564903
88	0.242982769
89	0.2406609535
90	0.237936306
91	0.2354224205
92	0.2325282097
93	0.2303293705
94	0.2277783871
95	0.2246481657
96	0.2220411301
97	0.2196036816
98	0.216960454
99	0.2149869442
100	0.2121837616
101	0.2104336262
102	0.2081324577
103	0.2056684494
104	0.2032551765
105	0.2008995533
106	0.1991669774
107	0.1963750839
108	0.1939934373
109	0.1917792559
110	0.1894386888
111	0.1876091242
112	0.1856221437
113	0.1835101485
114	0.1818405151
115	0.1805044889
116	0.1788999677
117	0.1770398855
118	0.1750599027
119	0.1728806257
120	0.1715668917
121	0.1697143674
122	0.167939949
123	0.1660605907
124	0.1648344278
125	0.1630224228
126	0.1612759113
127	0.1599972129
128	0.1585537314
129	0.1572923183
130	0.1553939104
131	0.1538454771
132	0.1523436666
133	0.1507538795
134	0.1489566684
135	0.1474440098
136	0.1462595105
137	0.1449569941
138	0.1434327602
139	0.1417585015
140	0.1401099682
141	0.1385364652
142	0.1373218894
143	0.1361385345
144	0.1350433111
145	0.1337316275
146	0.1323781371
147	0.1311548948
148	0.1302499533
149	0.1290818453
150	0.1281938672
151	0.1266834497
152	0.1254229546
153	0.1245262861
154	0.1235093236
155	0.1224924326
156	0.1211129665
157	0.1198157549
158	0.1190662265
159	0.1178875208
160	0.1168479204
161	0.1156049967
162	0.1143140435
163	0.1134994745
164	0.1126578331
165	0.1115708709
166	0.1105371475
167	0.1096743464
168	0.1086269855
169	0.1078952074
170	0.1067417383
171	0.1059920907
172	0.1051214218
173	0.1042976379
174	0.1032217264
175	0.1023151398
176	0.1014834404
177	0.1005669594
178	0.09976561666
179	0.09925714731
180	0.09807981253
181	0.09738090038
182	0.09645079374
183	0.0958090961
184	0.09508320093
185	0.09428938627
186	0.09333670139
187	0.09240497351
188	0.09186168909
189	0.09112198949
190	0.09018446207
191	0.0893892765
192	0.08879148364
193	0.08805873394
194	0.08750759363
195	0.08680201173
196	0.08609822989
197	0.08537199497
198	0.08473534584
199	0.0839838624
200	0.08325586915
201	0.08256181479
202	0.082020998
203	0.08158919811
204	0.08073852658
205	0.08002727628
206	0.07935849428
207	0.07866504192
208	0.07793699503
209	0.07745798826
210	0.07687800527
211	0.07632132769
212	0.07581812143
213	0.07516026497
214	0.07452329397
215	0.07396082878
216	0.07331294417
217	0.0725836575
218	0.0720271945
219	0.07122241259
220	0.07080854177
221	0.07041245699
222	0.06983808875
223	0.06949705482
224	0.06892001629
225	0.06849706173
226	0.06781141162
227	0.06719506979
228	0.06675248146
229	0.06623715162
230	0.06577624679
231	0.06537103653
232	0.06492072344
233	0.06448282599
234	0.06407618523
235	0.06353109479
236	0.06297230721
237	0.06244930029
238	0.06167927384
239	0.06110978127
240	0.06060541868
241	0.0601722002
242	0.05970132351
243	0.05931743979
244	0.05895951986
245	0.05865702629
246	0.05821567774
247	0.05789234638
248	0.05754363537
249	0.05717045069
250	0.05667307973
251	0.05634480715
252	0.05603547096
253	0.05562559366
254	0.05516317487
255	0.0547623992
256	0.05440506339
257	0.05400335789
258	0.05372699499
259	0.05333803296
260	0.05295202732
261	0.05262140036
262	0.05233510137
263	0.05200426579
264	0.05168786049
265	0.05143146515
266	0.05105770826
267	0.05067763329
268	0.05040434003
269	0.05009375811
270	0.04985195398
271	0.04965978563
272	0.0493508935
273	0.04904595912
274	0.04873925745
275	0.04838740826
276	0.04824438095
277	0.04793182015
278	0.04761916697
279	0.04728003144
280	0.04692283273
281	0.04673228264
282	0.04637776911
283	0.04610755444
284	0.04580964446
285	0.04558040798
286	0.04526258111
287	0.04504114985
288	0.04477493167
289	0.04452175498
290	0.04437576532
291	0.04398165047
292	0.04377091527
293	0.04357626736
294	0.04325628281
295	0.04307051003
296	0.04278351367
297	0.04246269464
298	0.04213270247
299	0.04188521504
300	0.04174903929
301	0.04154518247
302	0.04134020209
303	0.04107974172
304	0.04080430865
305	0.0405741632
306	0.04032267332
307	0.039970994
308	0.0397859931
309	0.03957827091
310	0.03935903907
311	0.03918218017
312	0.03891973495
313	0.03862535655
314	0.03841566443
315	0.03809143901
316	0.03789863884
317	0.03780033886
318	0.03762964606
319	0.03744637072
320	0.03720767498
321	0.03698992133
322	0.03677794039
323	0.03657282591
324	0.03634358644
325	0.03608738184
326	0.03587397337
327	0.03564112186
328	0.03551426232
329	0.03534192443
330	0.03519720137
331	0.03505384326
332	0.03487039804
333	0.03469370604
334	0.03451889753
335	0.03428216577
336	0.03413751125
337	0.03387899399
338	0.03364607096
339	0.03345921338
340	0.03320854306
341	0.03304500878
342	0.03284524679
343	0.032655406
344	0.03254088759
345	0.03237398565
346	0.03211210966
347	0.03198886216
348	0.03176822364
349	0.03158276379
350	0.03149148226
351	0.03124814034
352	0.03102260828
353	0.03088504076
354	0.03072135448
355	0.03061231971
356	0.03046529591
357	0.03037697077
358	0.03027018011
359	0.03010827303
360	0.03000710309
361	0.02986629307
362	0.0297120899
363	0.02959731221
364	0.02949371338
365	0.02937605977
366	0.0292586714
367	0.02914983928
368	0.02891960144
369	0.02877696753
370	0.02871872187
371	0.02849908471
372	0.02837812304
373	0.02815972567
374	0.02802335322
375	0.02793809772
376	0.02777660489
377	0.02768728733
378	0.02755759954
379	0.02741703987
380	0.02731367052
381	0.02714676857
382	0.02702589631
383	0.02681524158
384	0.02666327059
385	0.02652103603
386	0.02640704513
387	0.02629163861
388	0.02613971233
389	0.02606240213
390	0.02597797215
391	0.02586276531
392	0.02571485043
393	0.02560429275
394	0.02549054325
395	0.02538353205
396	0.02525249422
397	0.02515923381
398	0.02501669526
399	0.02487923503
400	0.02476482838
401	0.0246897161
402	0.0245963499
403	0.02440542281
404	0.02432026267
405	0.02420648038
406	0.02410224229
407	0.02396366298
408	0.02387489229
409	0.02373638451
410	0.02364536524
411	0.02354830801
412	0.02343458235
413	0.02332174182
414	0.02322535813
415	0.02311594486
416	0.02300081998
417	0.02291269898
418	0.0227950871
419	0.02273795307
420	0.02262260914
421	0.02249448448
422	0.02241601348
423	0.0223275125
424	0.02223690748
425	0.02214790136
426	0.0220737502
427	0.02197399437
428	0.0218760699
429	0.02180259526
430	0.02169979066
431	0.02158369422
432	0.02145521492
433	0.02138693631
434	0.02131345868
435	0.02123239934
436	0.02110036761
437	0.02104973942
438	0.02094927132
439	0.02087171078
440	0.02077709734
441	0.02072663903
442	0.02063675672
443	0.02054909468
444	0.02046276927
445	0.0204225257
446	0.02034893483
447	0.02024004012
448	0.02017483711
449	0.0200502187
450	0.01994937658
451	0.01988792121
452	0.01980220675
453	0.01973015666
454	0.01966983825
455	0.01961975843
456	0.01955844462
457	0.01951121092
458	0.01943983585
459	0.01934737265
460	0.01928368211
461	0.01918493509
462	0.0191236347
463	0.01903913468
464	0.01898510307
465	0.01890672147
466	0.01885077357
467	0.01879806221
468	0.01870901287
469	0.01865702271
470	0.01858119518
471	0.01851530373
472	0.01844349504
473	0.01838495433
474	0.01834033132
475	0.01828685105
476	0.01823429018
477	0.01819006503
478	0.01811527312
479	0.01805689037
480	0.01801079214
481	0.01794984937
482	0.01785362959
483	0.01779098809
484	0.01771816611
485	0.01764166951
486	0.01758162826
487	0.01754865944
488	0.0174969703
489	0.01740399301
490	0.01735405028
491	0.01730322838
492	0.01722726822
493	0.01718269885
494	0.01712648124
495	0.01706016958
496	0.01702244729
497	0.0169737339
498	0.016905801
499	0.01682588756
500	0.016758129
501	0.01665243059
502	0.01657358706
503	0.01652240157
504	0.01648003161
505	0.01638950408
506	0.01633435339
507	0.0162784785
508	0.01623833179
509	0.01617066711
510	0.01608835012
511	0.01604574025
512	0.01600852162
513	0.01597205102
514	0.01593330801
515	0.01588351429
516	0.0158250466
517	0.01577750146
518	0.01573916078
519	0.01567603201
520	0.01563483775
521	0.01559030265
522	0.01551996022
523	0.01545138061
524	0.01540589035
525	0.01535215974
526	0.01529481858
527	0.01526153088
528	0.0152208209
529	0.01514462829
530	0.01506749392
531	0.01502474844
532	0.01497812122
533	0.01491631567
534	0.01486403942
535	0.01481620371
536	0.01475659311
537	0.01469987035
538	0.01464556754
539	0.01458410025
540	0.01454662681
541	0.01449791938
542	0.01446712613
543	0.01441806108
544	0.01438334584
545	0.0143434763
546	0.01430122256
547	0.01423798651
548	0.01418304443
549	0.0141411826
550	0.01411194056
551	0.01408908069
552	0.01404169947
553	0.01397044659
554	0.01391347647
555	0.01387737691
556	0.01384542584
557	0.01381577849
558	0.01376921535
559	0.0137254715
560	0.01367688775
561	0.01364587247
562	0.01361714602
563	0.01358591765
564	0.01351597458
565	0.01347912103
566	0.0134118557
567	0.01337611377
568	0.01334479153
569	0.01329687536
570	0.01326674372
571	0.01321509928
572	0.01318499595
573	0.01315443069
574	0.01311518252
575	0.01306437701
576	0.01301872134
577	0.01299423873
578	0.0129534632
579	0.01291968226
580	0.01290554851
581	0.01284748316
582	0.01280154884
583	0.01277135313
584	0.012720038
585	0.01268607229
586	0.0126367867
587	0.01259957403
588	0.01257540882
589	0.01253705025
590	0.0125154525
591	0.01247581691
592	0.01243371889
593	0.01240909398
594	0.01238638908
595	0.01235981509
596	0.01233514026
597	0.01230480373
598	0.0122577019
599	0.01223576292
600	0.01221485063
601	0.01216273606
602	0.0121297881
603	0.01209253818
604	0.01205345988
605	0.01201758161
606	0.01198312715
607	0.01195938364
608	0.01192967892
609	0.0119002603
610	0.01185940579
611	0.01182810068
612	0.01179820001
613	0.01177556068
614	0.01173947304
615	0.01169838533
616	0.01165703163
617	0.01163235381
618	0.01160397306
619	0.0115565449
620	0.01152276099
621	0.01148118302
622	0.01145562232
623	0.01141605303
624	0.01138948277
625	0.011367248
626	0.01134507507
627	0.01131388471
628	0.01128366292
629	0.01123852581
630	0.01119657531
631	0.01117663905
632	0.01111276001
633	0.01107511744
634	0.01103249937
635	0.01100235879
636	0.01096903533
637	0.01093773618
638	0.01091600209
639	0.01089076698
640	0.01084315181
641	0.01082681865
642	0.01078359783
643	0.01076534241
644	0.01073656529
645	0.01069740355
646	0.01066408455
647	0.01063163728
648	0.01060138941
649	0.01058142856
650	0.01056171656
651	0.01052651852
652	0.01048966795
653	0.01045734063
654	0.01044399142
655	0.01042107642
